YCC,YCC Pub Date,      ,YCC Categories,Ad Name,Ad set,Campaign,Link,Amount Spent (USD),Ad ID,Reach,Post Engagement,Post Shares,Landing Page Views,Cost/Engagement,Cost/Share,Cost/LPV,Relevance Score,Engagements per 1k reached,Landing Page Views per 1k reach,FB Copy,FB Title,FB post link,End Date
"Michael Mann, Warren Washington - the Yin and Yang of climate science - share 2019 Tyler prize",2/12/19 8:05,Bud Ward,"Climate Science, Feature Article",2019-02-12 Yale Climate Connections -- Two of climate science’s most well-known researchers j...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/02/climate-scientists-share-200000-prize/,$37.19,6109617995494,"5,408","1,311",114,67,$0.0284,$0.326,$0.56,8,242.419,12,Two of climate science’s most well-known researchers just won a prize sometimes referred to as the ‘Nobel’ of environmental protection. https://www.yaleclimateconnections.org/2019/02/climate-scientists-share-200000-prize/,"Climate scientists share $200,000 prize » by Bud Ward",https://www.facebook.com/130268756992804/posts/2301355036550821/,3/4/2019
Evangelicals aim to protect the environment,9/1/2017,"Eileen Mignoni, evangelical","Faith & Ethics, Latino Communities",2017-09-01 Yale Climate Connections -- These Latino pastors believe Scripture demands protect...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/09/these-evangelicals-see-environmentalism-as-a-religious-imperative/,$278.77,6074601634294,"59,834","10,623",794,670,$0.0262,$0.351,$0.42,,177.541,11,These Latino pastors believe Scripture demands protection of nature.,These evangelicals see environmentalism as a religious imperative ,https://www.facebook.com/130268756992804/posts/1629157247103940/,10/4/2017
New evidence of western forest decline,8/17/2017,"Daniel Grossman, drought, forests","Ecosystems, Feature Article","2017-08-22 Yale Climate Connections -- ""As the plot thins, the plot thickens,"" says biologist...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/08/researcher-finds-new-evidence-of-western-forest-decline/,$215.49,6074172530894,"53,866","8,180","1,181",1068,$0.0263,$0.182,$0.20,,151.858,20,"""As the plot thins, the plot thickens,"" says biologist Leander Anderegg.",New evidence of western forest decline,https://www.facebook.com/130268756992804/posts/1619166801436318/,9/4/2017
A utility's offer: Leave the grid,7/10/18 7:00,Jan Ellen Spiegel,Energy,2018-07-10 Yale Climate Connections -- What if more utility companies thought this way?,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/07/a-utilitys-offer-leave-the-grid/,$136.64,6094202971494,"24,456","3,779",375,316,$0.0362,$0.364,$0.43,8,154.522,13,What if more utility companies thought this way?,A Vermont utility offers to help its customers leave the grid,https://www.facebook.com/130268756992804/posts/1970458792973782/,8/4/2018
Climate change makes trees vulnerable to pests,12/20/2017,Daisy Simmons,Ecosystems,2017-12-20 Yale Climate Connections -- These trees didn’t even stand a chance. ��,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/12/climate-change-makes-trees-vulnerable-to-pests/,$142.13,6081578517694,"25,687","4,876",870,257,$0.0291,$0.163,$0.55,,189.824,10,These trees didn’t even stand a chance. 🌲🙆,How climate change makes trees vulnerable to pests ,https://www.facebook.com/130268756992804/posts/1737577332928597/,1/4/2018
Arctic melting could worsen California droughts,4/9/18 7:00,Diana Madson,"Snow &amp; Ice, Weather Extremes",2018-04-09 Yale Climate Connections -- This is going to be everyone’s problem.,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/04/arctic-melting-could-worsen-california-droughts/,$95.29,6087415095494,"30,224","6,254","1,092",351,$0.0152,$0.087,$0.27,,206.922,12,This is going to be everyone’s problem.,Arctic melting could worsen future California droughts ,https://www.facebook.com/130268756992804/posts/1856859251000404/,5/4/2018
Solar installations set new record in 2016,4/12/2017,"Bruce Lieberman, solar",Energy,"2017-04-12 Yale Climate Connections -- Solar still faces challenges, but it's becoming a form...",#N/A,#N/A,http://www.yaleclimateconnections.org/2017/04/solar-installations-set-new-record-in-2016/,$67.72,6067822360694,"13,154","1,836",175,,$0.0369,$0.387,#DIV/0!,,139.577,0,"Solar still faces challenges, but it's becoming a formidable industry. It's grown “from essentially a minimal to nonexistent market five or 10 years ago, to what is now many thousands of megawatts per year,” says Chris Namovicz at the U.S. Energy Information Administration.

North American Renewable Energy Network U.S. Department of Energy",More utility-scale solar was added last year than in all the years before 2013 — combined. ,https://www.facebook.com/130268756992804/posts/1467744333245233/,5/4/2017
Rural Virginians pledge to cut carbon pollution,6/19/18 7:00,Daisy Simmons,Religion &amp; Morality,2018-06-19 Yale Climate Connections -- Residents of a tiny town in rural Virginia are leading...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/06/rural-virginians-pledge-to-cut-carbon-pollution/,$193.77,6092699421294,"23,328","2,877",186,156,$0.0674,$1.042,$1.24,6,123.328,7,"Residents of a tiny town in rural Virginia are leading a campaign to slow global warming, one signature at a time.",Rural Virginians pledge to cut carbon pollution,https://www.facebook.com/130268756992804/posts/1936384316381230/,7/4/2018
Airline experiment has pilots conserving fuel,2/16/2017,"Bruce Lieberman, fuel efficiency",Energy,2017-02-16 Yale Climate Connections -- Researchers at the The London School of Economics and ...,#N/A,#N/A,http://www.yaleclimateconnections.org/2017/02/virgin-atlantic-experiment-has-pilots-conserving-fuel/,$90.37,6064676915894,"33,938","3,387",265,,$0.0267,$0.341,#DIV/0!,,99.800,0,"Researchers at the The London School of Economics and Political Science - LSE tried an experiment with Virgin Atlantic Airlines in reducing airline fuel consumption without compromising safety. The results are in… 

Green Business Network U.S. Environmental Protection Agency",Virgin Atlantic experiment has pilots conserving fuel ,https://www.facebook.com/130268756992804/posts/1418978148121852/,3/4/2017
Citizen scientists are documenting priceless archaeological sites,10/23/18 7:00,Sarah Kennedy,Climate Science,2018-10-23 Yale Climate Connections -- Volunteers like Sarah Miller are rolling up their slee...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/10/citizen-scientists-document-archaeological-sites/,$118.48,6101540498094,"6,228",940,102,53,$0.1260,$1.162,$2.24,8,150.931,9,Volunteers like Sarah Miller are rolling up their sleeves to help document Florida history in advance of rising seas.,Citizen scientists document priceless archaeological sites,https://www.facebook.com/130268756992804/posts/2128526210500372/,11/4/2018
Drought threatens Joshua trees,8/31/2017,"Diana Madson, national parks",Ecosystems,"2017-08-31 Yale Climate Connections -- “Unless someone like you cares a whole awful lot, noth...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/08/drought-threatens-joshua-trees/,$203.80,6074553461094,"46,749","7,628",927,446,$0.0267,$0.220,$0.46,,163.169,10,"“Unless someone like you cares a whole awful lot, nothing is going to get better. It's not.” — The Lorax",Climate change threatens California’s iconic ‘Dr. Seuss’ trees,https://www.facebook.com/130268756992804/posts/1628111250541873/,9/4/2017
Students aim to protect the oceans,1/18/18 7:00,Daisy Simmons,Oceans,"2018-01-18 Yale Climate Connections -- “There are solutions and there are things we can do,” ...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/01/students-aim-to-protect-the-oceans/,$242.33,6082813963494,"41,025","9,049",720,218,$0.0268,$0.337,$1.11,,220.573,5,"“There are solutions and there are things we can do,” says 14-year-old Kiran Garewal of Heirs To Our Oceans.",Middle- and high-school students aim to protect the oceans ,https://www.facebook.com/130268756992804/posts/1767292206623776/,2/4/2018
Not in database,n/a,n/a,n/a,2019-03-06 Yale Climate Connections -- The We Are Still In coalition has helped keep major pl...,#N/A,#N/A,http://www.yaleclimateconnections.org/2019/03/u-s-businesses-work-toward-paris-goals/,$169.29,6111247834894,"18,831","3,821",309,85,$0.0443,$0.548,$1.99,7,202.910,5,The We Are Still In coalition has helped keep major players engaged in the Paris climate agreement despite President Trump’s announcement of withdrawal:,Why U.S. businesses are still working towards the goals of the Paris agreement:,https://www.facebook.com/130268756992804/posts/2336046526415005/,4/4/2019
Wedding interrupted when disaster strikes,9/17/18 7:00,Daisy Simmons,Weather Extremes,"2018-09-17 Yale Climate Connections -- Wishing you a lifetime of love, happiness, and … a saf...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/09/wedding-interrupted-when-disaster-strikes/,$178.25,6098885557294,"15,528","3,159",162,547,$0.0564,$1.100,$0.33,9,203.439,35,"Wishing you a lifetime of love, happiness, and … a safe dash for higher ground.",‘We’re evacuating!’ Wedding interrupted when disaster strikes,https://www.facebook.com/130268756992804/posts/2079247998761527/,10/4/2018
Detroit forecast: hot ... and informed,11/9/2016,"Sara Peach, weather","Science, Weather",2016-11-09 Yale Climate Connections -- “Climate change is not just what’s happening in your b...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/11/detroit-forecast-hot-and-informed/,$22.25,6059571342494,"5,498",617,111,,$0.0361,$0.200,#DIV/0!,,112.223,0,"“Climate change is not just what’s happening in your backyard, it’s what’s happening to the planet as a whole” says meteorologist Paul Gross of WDIV Local 4 / ClickOnDetroit.  Listen in as Paul clears up common misconceptions and connects the dots between weather reports and climate science.",Detroit Forecast: Hot … and Informed,https://www.facebook.com/130268756992804/posts/1317225481630453/,12/4/2016
Not in database,n/a,n/a,n/a,2017-11-08 Yale Climate Connections -- Here’s one more way clean energy helps people breathe ...,#N/A,#N/A,https://yaleclimateconnections.org/2017/11/study-renewables-save-americans-billions-in-health-care-costs/,$108.97,6079498931094,"29,510","6,775",942,152,$0.0161,$0.116,$0.72,,229.583,5,Here’s one more way clean energy helps people breathe easy.,Wind and solar has been reported to save Americans billions in healthcare costs ,https://www.facebook.com/130268756992804/posts/1694219217264409/,12/4/2017
Heat seems to make us stupider,10/29/18 7:00,Diana Madson,"Health, Weather Extremes",2018-10-29 Yale Climate Connections -- It’s not just a matter of comfort.,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/10/heat-seems-to-make-us-stupider/,$325.99,6101916614494,"27,128","4,480",638,741,$0.0728,$0.511,$0.44,9,165.143,27,It’s not just a matter of comfort.,Heat seems to make us stupider,https://www.facebook.com/130268756992804/posts/2138225869530406/,11/4/2018
"Tiny Phoenix, Louisiana, makes a stand against sea-level rise",11/29/18 7:00,Sara Peach,Weather Extremes,"2018-11-29 Yale Climate Connections -- Against rising seas and increasingly intense storms, a...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/11/phoenix-louisiana-makes-a-stand-against-rising-seas/,$40.05,6104344942494,"3,577",694,35,33,$0.0577,$1.144,$1.21,9,194.017,9,"Against rising seas and increasingly intense storms, a community stands together.",How a tiny community in Louisiana is making a stand against sea-level rise,https://www.facebook.com/130268756992804/posts/2186886951330964/,12/4/2018
Glacier melt motivates teen,6/29/2017,"Daisy Simmons, water resources",Ecosystems,2017-06-29 Yale Climate Connections -- When 17 year-old Caroline Hallee visited the Swiss Alp...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/06/witnessing-glacier-melt-motivated-teens-action-on-climate-change/,$171.90,6071332631094,"37,752","6,325",491,173,$0.0272,$0.350,$0.99,,167.541,5,"When 17 year-old Caroline Hallee visited the Swiss Alps and saw the ice melting, it changed her life forever.",Seeing glaciers melt drives teen to fight climate change ,https://www.facebook.com/130268756992804/posts/1554561441230188/,7/4/2017
A low-energy alternative to cremation,5/1/18 7:00,Eileen Mignoni,"Energy, Health","2018-05-01 Yale Climate Connections -- “There’s just no 2,000-degree heat. There’s no smokest...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/05/a-low-energy-alternative-to-cremation/,$177.43,6089467942494,"63,087","6,526",452,3604,$0.0272,$0.393,$0.05,,103.444,57,"“There’s just no 2,000-degree heat. There’s no smokestacks. There’s no fossil fuels being burned. There’s nothing released into the atmosphere.” 
— Ryan Cattoni of Aquagreen Dispositions",There’s a low-energy alternative to cremation,https://www.facebook.com/130268756992804/posts/1879997298686599/,6/4/2018
"Even in Texas, people worry about climate change",2/21/2017,"extreme weather, public attitudes, Sara Peach","Sustainability, Weather",2017-02-21 Yale Climate Connections -- You don’t need to be an environmentalist to understand...,#N/A,#N/A,http://www.yaleclimateconnections.org/2017/02/even-in-texas-people-worry-about-climate-change/,$162.32,6064920834694,"41,587","5,966",744,,$0.0272,$0.218,#DIV/0!,,143.458,0,"You don’t need to be an environmentalist to understand the reality of climate change. “Texans feel like they’re seeing their land and water and air change in this state … and there’s solid indications that climate change is playing a role in this.” – Andrew Dobbs, Texas Campaign for the Environment

Texas Parks and Wildlife 90.1 FM KPFT Houston Environment Texas","Even in Texas, people worry about climate change",https://www.facebook.com/130268756992804/posts/1429796520373348/,3/4/2017
